"","Day","Hr","ActFrcst","GenFrac","Date"
"1236",37,12,1,0,2017-03-25
"1237",38,12,1,0.120327937673019,2017-03-26
"1238",39,12,1,0.0248329885611649,2017-03-27
"1239",40,12,1,0.066741866595646,2017-03-28
"1240",41,12,1,0.302895151264827,2017-03-29
"1241",42,12,1,0.00221712395696028,2017-03-30
"1242",43,12,1,0.197703300072991,2017-03-31
"1243",44,12,1,0.1508039056075,2017-04-01
"1244",45,12,1,0.00895880776516191,2017-04-02
"1245",46,12,1,0.999999999850809,2017-04-03
"1246",47,12,1,0.0684024806939402,2017-04-04
"1247",48,12,1,0.222918078817413,2017-04-05
"1248",49,12,1,0.11769447095301,2017-04-06
"1249",50,12,1,0.164444963955207,2017-04-07
"1250",51,12,1,0.251204359130142,2017-04-08
"1251",52,12,1,0.039055333735731,2017-04-09
"1252",53,12,1,0.00036954761332726,2017-04-10
"1253",54,12,1,0.731503780760788,2017-04-11
"1254",55,12,1,0.526330367986669,2017-04-12
"1255",56,12,1,0.780021971130795,2017-04-13
"1256",57,12,1,0.999999999925347,2017-04-14
"1257",58,12,1,0.129516469408378,2017-04-15
"1258",59,12,1,0.163488170521604,2017-04-16
"1259",60,12,1,0.445618147237807,2017-04-17
"1260",61,12,1,0.736234911848762,2017-04-18
"1261",62,12,1,0.0410274973925428,2017-04-19
"1262",63,12,1,0.814699121400138,2017-04-20
"1263",64,12,1,0.0675408164972177,2017-04-21
"1264",65,12,1,0.454881439965001,2017-04-22
"1265",66,12,1,0.0207418503382623,2017-04-23
"1266",67,12,1,0.0927898146377774,2017-04-24
"1267",68,12,1,0.315811004868295,2017-04-25
"1268",69,12,1,0,2017-04-26
"1269",70,12,1,0.00823425720892993,2017-04-27
"1270",71,12,1,0.021243047246431,2017-04-28
"1271",72,12,1,0.64159887948355,2017-04-29
"1272",73,12,1,0.880437969413373,2017-04-30
"1273",74,12,1,0.786718828840833,2017-05-01
"1274",75,12,1,0.700463743949393,2017-05-02
"1275",76,12,1,0.237137551843906,2017-05-03
"1276",77,12,1,0.0923512910909031,2017-05-04
"1277",78,12,1,0,2017-05-05
"1278",79,12,1,0.0483531653812607,2017-05-06
"1279",80,12,1,0.092544513445624,2017-05-07
"1280",81,12,1,0.803268077565282,2017-05-08
"1281",82,12,1,0.124029040156079,2017-05-09
"1282",83,12,1,0.593580381701996,2017-05-10
"1283",84,12,1,0.900368311480937,2017-05-11
"1284",85,12,1,0.532710595751309,2017-05-12
"1285",86,12,1,0.329194064331138,2017-05-13
"1286",87,12,1,0.327211928888476,2017-05-14
"1287",88,12,1,0.116588387006681,2017-05-15
"1288",89,12,1,0,2017-05-16
"1289",90,12,1,0.0970069068732789,2017-05-17
"1290",91,12,1,0.400782993865501,2017-05-18
"1291",92,12,1,0.392771142818062,2017-05-19
"1292",93,12,1,0.114403379778807,2017-05-20
"1293",94,12,1,0,2017-05-21
"1294",95,12,1,0.0711883948685334,2017-05-22
"1295",96,12,1,0.0739417056109415,2017-05-23
"1296",97,12,1,0.0756764891807441,2017-05-24
"1297",98,12,1,0.107398303488876,2017-05-25
"1298",99,12,1,0.00148123500109544,2017-05-26
"1299",100,12,1,0.0580239273594278,2017-05-27
"1300",101,12,1,0.120629090396129,2017-05-28
"1301",102,12,1,0.356925510387102,2017-05-29
"1302",103,12,1,0.089492470076167,2017-05-30
"1303",104,12,1,0.100949635776381,2017-05-31
"1304",105,12,1,0.239922456596181,2017-06-01
"1305",106,12,1,0.569414121378736,2017-06-02
"1306",107,12,1,0.137632427139816,2017-06-03
"1307",108,12,1,0.0211577208274605,2017-06-04
"1308",109,12,1,0.0293287245814666,2017-06-05
"1309",1,13,1,0.0740689484661299,2017-02-17
"1310",2,13,1,0.51700706266146,2017-02-18
"1311",3,13,1,0.703708411501275,2017-02-19
"1312",4,13,1,0.101905051887275,2017-02-20
"1313",5,13,1,0.276157495014343,2017-02-21
"1314",6,13,1,0,2017-02-22
"1315",7,13,1,0.0345364683026996,2017-02-23
"1316",8,13,1,0.0177350360377306,2017-02-24
"1317",9,13,1,0.0807729526122413,2017-02-25
"1318",10,13,1,0.0061070251817543,2017-02-26
"1319",11,13,1,0.0751214418906572,2017-02-27
"1320",12,13,1,0.115369374520627,2017-02-28
"1321",13,13,1,0.135777066782137,2017-03-01
"1322",14,13,1,0.215728764655441,2017-03-02
"1323",15,13,1,0.273588199493144,2017-03-03
"1324",16,13,1,0.539463536445384,2017-03-04
"1325",17,13,1,0.468068257537223,2017-03-05
"1326",18,13,1,0.218157807892863,2017-03-06
"1327",19,13,1,0,2017-03-07
"1328",20,13,1,0.19684438149473,2017-03-08
"1329",21,13,1,0.30198718791464,2017-03-09
"1330",22,13,1,0,2017-03-10
"1331",23,13,1,0.825112548897922,2017-03-11
"1332",24,13,1,0.00637780553064317,2017-03-12
"1333",25,13,1,0.0483801025198441,2017-03-13
"1334",26,13,1,0.142208955449197,2017-03-14
"1335",27,13,1,0.720302834990266,2017-03-15
"1336",28,13,1,0.895401446818268,2017-03-16
"1337",29,13,1,0.142549942887984,2017-03-17
"1338",30,13,1,0,2017-03-18
"1339",31,13,1,0.972594582479877,2017-03-19
"1340",32,13,1,0.0510263746125934,2017-03-20
"1341",33,13,1,0.313306527153521,2017-03-21
"1342",34,13,1,0.443291359398889,2017-03-22
"1343",35,13,1,0.545153056562077,2017-03-23
"1344",36,13,1,0.060567824792218,2017-03-24
"1345",37,13,1,0,2017-03-25
"1346",38,13,1,0.0486448413027851,2017-03-26
"1347",39,13,1,0.0789494496777941,2017-03-27
"1348",40,13,1,0.0315723622299325,2017-03-28
"1349",41,13,1,0.326789268752755,2017-03-29
"1350",42,13,1,0.0175449538737974,2017-03-30
"1351",43,13,1,0.113351263421225,2017-03-31
"1352",44,13,1,0.233293804104698,2017-04-01
"1353",45,13,1,0.0438262513780377,2017-04-02
"1354",46,13,1,0.999999999864466,2017-04-03
"1355",47,13,1,0.0891102108201154,2017-04-04
"1356",48,13,1,0.155932025908369,2017-04-05
"1357",49,13,1,0.236937667177985,2017-04-06
"1358",50,13,1,0.0978999572175344,2017-04-07
"1359",51,13,1,0.213368053689466,2017-04-08
"1360",52,13,1,0.0560310076078188,2017-04-09
"1361",53,13,1,0.00997674900948362,2017-04-10
"1362",54,13,1,0.775215109788549,2017-04-11
"1363",55,13,1,0.540650397499838,2017-04-12
"1364",56,13,1,0.74132096659901,2017-04-13
"1365",57,13,1,0.999999999918474,2017-04-14
"1366",58,13,1,0.0926246725665709,2017-04-15
"1367",59,13,1,0.254394869077119,2017-04-16
"1368",60,13,1,0.464420064789406,2017-04-17
"1369",61,13,1,0.496660673434604,2017-04-18
"1370",62,13,1,0.0368366471810991,2017-04-19
"1371",63,13,1,0.827525689896415,2017-04-20
"1372",64,13,1,0.223733380421691,2017-04-21
"1373",65,13,1,0.37126601253002,2017-04-22
"1374",66,13,1,0.00943182574796919,2017-04-23
"1375",67,13,1,0.0690540629337521,2017-04-24
"1376",68,13,1,0.251206475279214,2017-04-25
"1377",69,13,1,0,2017-04-26
"1378",70,13,1,0.00564046257344883,2017-04-27
"1379",71,13,1,0.0411177296968022,2017-04-28
"1380",72,13,1,0.689879048814868,2017-04-29
"1381",73,13,1,0.941331182568907,2017-04-30
"1382",74,13,1,0.790115720085868,2017-05-01
"1383",75,13,1,0.643838044257083,2017-05-02
"1384",76,13,1,0.24786234660354,2017-05-03
"1385",77,13,1,0.100280822575931,2017-05-04
"1386",78,13,1,0.00527499318481238,2017-05-05
"1387",79,13,1,0.0456029293342654,2017-05-06
"1388",80,13,1,0.226837101234827,2017-05-07
"1389",81,13,1,0.908010862692136,2017-05-08
"1390",82,13,1,0.196429383325885,2017-05-09
"1391",83,13,1,0.773131209642771,2017-05-10
"1392",84,13,1,0.952605481903216,2017-05-11
"1393",85,13,1,0.50673481737884,2017-05-12
"1394",86,13,1,0.42538849016163,2017-05-13
"1395",87,13,1,0.290330701934577,2017-05-14
"1396",88,13,1,0.154003067123172,2017-05-15
"1397",89,13,1,0,2017-05-16
"1398",90,13,1,0.126614912377295,2017-05-17
"1399",91,13,1,0.563837027791375,2017-05-18
"1400",92,13,1,0.398707316460794,2017-05-19
"1401",93,13,1,0.104538833500242,2017-05-20
"1402",94,13,1,0,2017-05-21
"1403",95,13,1,0.06888014132255,2017-05-22
"1404",96,13,1,0.0740310779670333,2017-05-23
"1405",97,13,1,0.0689591593835803,2017-05-24
"1406",98,13,1,0.135245472019473,2017-05-25
"1407",99,13,1,0,2017-05-26
"1408",100,13,1,0.154046589192037,2017-05-27
"1409",101,13,1,0.209395845183597,2017-05-28
"1410",102,13,1,0.392832147318167,2017-05-29
"1411",103,13,1,0.160061493065547,2017-05-30
"1412",104,13,1,0.075037356503786,2017-05-31
"1413",105,13,1,0.38777717196586,2017-06-01
"1414",106,13,1,0.66503577792716,2017-06-02
"1415",107,13,1,0.086495022231237,2017-06-03
"1416",108,13,1,0.0663420964945115,2017-06-04
"1417",109,13,1,0.0273270753440301,2017-06-05
"1418",1,14,1,0.13198324305023,2017-02-17
"1419",2,14,1,0.61356975016804,2017-02-18
"1420",3,14,1,0.583575923831323,2017-02-19
"1421",4,14,1,0.299616630456874,2017-02-20
"1422",5,14,1,0.507734243542447,2017-02-21
"1423",6,14,1,0,2017-02-22
"1424",7,14,1,0.0138229796410252,2017-02-23
"1425",8,14,1,0.00657180446193007,2017-02-24
"1426",9,14,1,0.11928300109645,2017-02-25
"1427",10,14,1,0.0668811810417694,2017-02-26
"1428",11,14,1,0.03624774320209,2017-02-27
"1429",12,14,1,0.0977691037664259,2017-02-28
"1430",13,14,1,0.0846952101753098,2017-03-01
"1431",14,14,1,0.203766698300163,2017-03-02
"1432",15,14,1,0.304282082062644,2017-03-03
"1433",16,14,1,0.703125879375942,2017-03-04
"1434",17,14,1,0.300764874161717,2017-03-05
"1435",18,14,1,0.164349287278195,2017-03-06
"1436",19,14,1,0,2017-03-07
"1437",20,14,1,0.310875024104218,2017-03-08
"1438",21,14,1,0.205570809746206,2017-03-09
"1439",22,14,1,0,2017-03-10
"1440",23,14,1,0.721239346362488,2017-03-11
"1441",24,14,1,0.000923937658010121,2017-03-12
"1442",25,14,1,0.0465207868924658,2017-03-13
"1443",26,14,1,0.154044539775186,2017-03-14
"1444",27,14,1,0.808888343655652,2017-03-15
"1445",28,14,1,0.840529097932293,2017-03-16
"1446",29,14,1,0.120564113985081,2017-03-17
"1447",30,14,1,0,2017-03-18
"1448",31,14,1,0.968193898824455,2017-03-19
"1449",32,14,1,0.0145995338428104,2017-03-20
"1450",33,14,1,0.337081664890964,2017-03-21
"1451",34,14,1,0.480337799899798,2017-03-22
"1452",35,14,1,0.623441081790853,2017-03-23
"1453",36,14,1,0.0266001688877721,2017-03-24
"1454",37,14,1,0,2017-03-25
"1455",38,14,1,0.00508082969083834,2017-03-26
"1456",39,14,1,0.0783969994174751,2017-03-27
"1457",40,14,1,0,2017-03-28
"1458",41,14,1,0.39372546664488,2017-03-29
"1459",42,14,1,0.0416180377066081,2017-03-30
"1460",43,14,1,0.0693343694814494,2017-03-31
"1461",44,14,1,0.265417513299424,2017-04-01
"1462",45,14,1,0.0690545876587674,2017-04-02
"1463",46,14,1,0.999999999864466,2017-04-03
"1464",47,14,1,0.114460185062162,2017-04-04
"1465",48,14,1,0.135401281883227,2017-04-05
"1466",49,14,1,0.72287897814519,2017-04-06
"1467",50,14,1,0.0570224211047932,2017-04-07
"1468",51,14,1,0.111181593413906,2017-04-08
"1469",52,14,1,0.0843329745648801,2017-04-09
"1470",53,14,1,0.0202283829312786,2017-04-10
"1471",54,14,1,0.85970910165627,2017-04-11
"1472",55,14,1,0.598115290499912,2017-04-12
"1473",56,14,1,0.814879013388758,2017-04-13
"1474",57,14,1,0.999999999906117,2017-04-14
"1475",58,14,1,0.0658212144715131,2017-04-15
"1476",59,14,1,0.436950854032307,2017-04-16
"1477",60,14,1,0.623096234571759,2017-04-17
"1478",61,14,1,0.296014507491616,2017-04-18
"1479",62,14,1,0.0373676307012203,2017-04-19
"1480",63,14,1,0.849561996148092,2017-04-20
"1481",64,14,1,0.330792637939795,2017-04-21
"1482",65,14,1,0.269616401339914,2017-04-22
"1483",66,14,1,0.000739132788942373,2017-04-23
"1484",67,14,1,0.0584514273891909,2017-04-24
"1485",68,14,1,0.240808804737518,2017-04-25
"1486",69,14,1,0,2017-04-26
"1487",70,14,1,0,2017-04-27
"1488",71,14,1,0.0725002571764916,2017-04-28
"1489",72,14,1,0.691245721203996,2017-04-29
"1490",73,14,1,0.963599828833346,2017-04-30
"1491",74,14,1,0.798405923480558,2017-05-01
"1492",75,14,1,0.607670915764325,2017-05-02
"1493",76,14,1,0.227256859941169,2017-05-03
"1494",77,14,1,0.0803598896274236,2017-05-04
"1495",78,14,1,0.0261222462903857,2017-05-05
"1496",79,14,1,0.0434414317746065,2017-05-06
"1497",80,14,1,0.351342105396183,2017-05-07
"1498",81,14,1,0.929115503787088,2017-05-08
"1499",82,14,1,0.39008360456041,2017-05-09
"1500",83,14,1,0.903391902883426,2017-05-10
"1501",84,14,1,0.968013739509755,2017-05-11
"1502",85,14,1,0.577378335791697,2017-05-12
"1503",86,14,1,0.503717390094745,2017-05-13
"1504",87,14,1,0.308573007934851,2017-05-14
"1505",88,14,1,0.155796672769359,2017-05-15
"1506",89,14,1,0,2017-05-16
"1507",90,14,1,0.165506897344703,2017-05-17
"1508",91,14,1,0.563183434617242,2017-05-18
"1509",92,14,1,0.329712248239267,2017-05-19
"1510",93,14,1,0.0243344024458095,2017-05-20
"1511",94,14,1,0,2017-05-21
"1512",95,14,1,0.105546008166871,2017-05-22
"1513",96,14,1,0.135252353662174,2017-05-23
"1514",97,14,1,0.112374996619069,2017-05-24
"1515",98,14,1,0.188689773670298,2017-05-25
"1516",99,14,1,0,2017-05-26
"1517",100,14,1,0.201513892444082,2017-05-27
"1518",101,14,1,0.157457990130953,2017-05-28
"1519",102,14,1,0.310822900974524,2017-05-29
"1520",103,14,1,0.208801668241199,2017-05-30
"1521",104,14,1,0.0648807208479862,2017-05-31
"1522",105,14,1,0.467270140283241,2017-06-01
"1523",106,14,1,0.76268875532886,2017-06-02
"1524",107,14,1,0.0676585516353735,2017-06-03
"1525",108,14,1,0.0809579686476685,2017-06-04
"1526",109,14,1,0.0232695998377825,2017-06-05
"1527",1,15,1,0.222046921418086,2017-02-17
"1528",2,15,1,0.918493042390555,2017-02-18
"1529",3,15,1,0.496861114525393,2017-02-19
"1530",4,15,1,0.976606469212423,2017-02-20
"1531",5,15,1,0.22350047699517,2017-02-21
"1532",6,15,1,0,2017-02-22
"1533",7,15,1,0.0146684171401536,2017-02-23
"1534",8,15,1,0.0159848674497671,2017-02-24
"1535",9,15,1,0.123128257798091,2017-02-25
"1536",10,15,1,0.0894614440846906,2017-02-26
"1537",11,15,1,0.010792850008726,2017-02-27
"1538",12,15,1,0.0953180746663209,2017-02-28
"1539",13,15,1,0.0554225359724834,2017-03-01
"1540",14,15,1,0.211404148225041,2017-03-02
"1541",15,15,1,0.452298214661626,2017-03-03
"1542",16,15,1,0.665131906668228,2017-03-04
"1543",17,15,1,0.181157067432554,2017-03-05
"1544",18,15,1,0.207735097410018,2017-03-06
"1545",19,15,1,0,2017-03-07
"1546",20,15,1,0.528606646618331,2017-03-08
"1547",21,15,1,0.115481903707112,2017-03-09
"1548",22,15,1,0,2017-03-10
"1549",23,15,1,0.67950964668321,2017-03-11
"1550",24,15,1,0,2017-03-12
"1551",25,15,1,0.0679559850307145,2017-03-13
"1552",26,15,1,0.165100074657286,2017-03-14
"1553",27,15,1,0.810576225920909,2017-03-15
"1554",28,15,1,0.738582315412943,2017-03-16
"1555",29,15,1,0.128927032292906,2017-03-17
"1556",30,15,1,0.023502119333513,2017-03-18
"1557",31,15,1,0.971047180205027,2017-03-19
"1558",32,15,1,0,2017-03-20
"1559",33,15,1,0.359822498826586,2017-03-21
"1560",34,15,1,0.527470902322303,2017-03-22
"1561",35,15,1,0.776844983595346,2017-03-23
"1562",36,15,1,0.00332756347002535,2017-03-24
"1563",37,15,1,0,2017-03-25
"1564",38,15,1,0,2017-03-26
"1565",39,15,1,0.252327015367311,2017-03-27
"1566",40,15,1,0,2017-03-28
"1567",41,15,1,0.332204726986775,2017-03-29
"1568",42,15,1,0.0762140181690053,2017-03-30
"1569",43,15,1,0.0394658730085991,2017-03-31
"1570",44,15,1,0.365413510451338,2017-04-01
"1571",45,15,1,0.161195059823393,2017-04-02
"1572",46,15,1,0.999999999870409,2017-04-03
"1573",47,15,1,0.166711726194728,2017-04-04
"1574",48,15,1,0.0763130099027942,2017-04-05
"1575",49,15,1,0.999999999868537,2017-04-06
"1576",50,15,1,0.0375379406696139,2017-04-07
"1577",51,15,1,0.0158020502314482,2017-04-08
"1578",52,15,1,0.107292655690294,2017-04-09
"1579",53,15,1,0.0372413175257528,2017-04-10
"1580",54,15,1,0.906867260325109,2017-04-11
"1581",55,15,1,0.706023639512329,2017-04-12
"1582",56,15,1,0.825627000911245,2017-04-13
"1583",57,15,1,0.999999999893721,2017-04-14
"1584",58,15,1,0.054334392845663,2017-04-15
"1585",59,15,1,0.49530449519705,2017-04-16
"1586",60,15,1,0.823166830131981,2017-04-17
"1587",61,15,1,0.26843344383794,2017-04-18
"1588",62,15,1,0.040122373430062,2017-04-19
"1589",63,15,1,0.887472055183548,2017-04-20
"1590",64,15,1,0.242285914855262,2017-04-21
"1591",65,15,1,0.204676564127018,2017-04-22
"1592",66,15,1,0,2017-04-23
"1593",67,15,1,0.0486115526197278,2017-04-24
"1594",68,15,1,0.142054524633248,2017-04-25
"1595",69,15,1,0,2017-04-26
"1596",70,15,1,0.00258732477229904,2017-04-27
"1597",71,15,1,0.112718173786568,2017-04-28
"1598",72,15,1,0.71281452206178,2017-04-29
"1599",73,15,1,0.962257408175752,2017-04-30
"1600",74,15,1,0.699535904860597,2017-05-01
"1601",75,15,1,0.660542875389496,2017-05-02
"1602",76,15,1,0.330366883011595,2017-05-03
"1603",77,15,1,0.0530086678573712,2017-05-04
"1604",78,15,1,0.00860496182948441,2017-05-05
"1605",79,15,1,0.0255306456168736,2017-05-06
"1606",80,15,1,0.338845686122503,2017-05-07
"1607",81,15,1,0.933616159094257,2017-05-08
"1608",82,15,1,0.359440001328373,2017-05-09
"1609",83,15,1,0.949455456588602,2017-05-10
"1610",84,15,1,0.962504653513872,2017-05-11
"1611",85,15,1,0.513607246080929,2017-05-12
"1612",86,15,1,0.406365853848415,2017-05-13
"1613",87,15,1,0.317785042875098,2017-05-14
"1614",88,15,1,0.0749734654212632,2017-05-15
"1615",89,15,1,0,2017-05-16
"1616",90,15,1,0.192422792342049,2017-05-17
"1617",91,15,1,0.527173623676147,2017-05-18
"1618",92,15,1,0.31315686527647,2017-05-19
"1619",93,15,1,0,2017-05-20
"1620",94,15,1,0,2017-05-21
"1621",95,15,1,0.156224159481739,2017-05-22
"1622",96,15,1,0.144379456385946,2017-05-23
"1623",97,15,1,0.0977702148015926,2017-05-24
"1624",98,15,1,0.185872545970994,2017-05-25
"1625",99,15,1,0.0089069908582136,2017-05-26
"1626",100,15,1,0.209559205711218,2017-05-27
"1627",101,15,1,0.237289682929923,2017-05-28
"1628",102,15,1,0.35136483680852,2017-05-29
"1629",103,15,1,0.304143533485886,2017-05-30
"1630",104,15,1,0.0525114695172384,2017-05-31
"1631",105,15,1,0.514498966008699,2017-06-01
"1632",106,15,1,0.798575436906393,2017-06-02
"1633",107,15,1,0.0640964227643742,2017-06-03
"1634",108,15,1,0.105042491046224,2017-06-04
"1635",109,15,1,0.0381558908608999,2017-06-05
"1636",1,16,1,0.246116436882194,2017-02-17
"1637",2,16,1,0.985862186643383,2017-02-18
"1638",3,16,1,0.488964262908358,2017-02-19
"1639",4,16,1,0.992676575492937,2017-02-20
"1640",5,16,1,0.265931569463612,2017-02-21
"1641",6,16,1,0,2017-02-22
"1642",7,16,1,0.022173093860436,2017-02-23
"1643",8,16,1,0.0423763086807887,2017-02-24
"1644",9,16,1,0.0846060337572459,2017-02-25
"1645",10,16,1,0.105382206165885,2017-02-26
"1646",11,16,1,0.0223077848436499,2017-02-27
"1647",12,16,1,0.105665780316269,2017-02-28
"1648",13,16,1,0.048169550506045,2017-03-01
"1649",14,16,1,0.171341927997634,2017-03-02
"1650",15,16,1,0.593659468613191,2017-03-03
"1651",16,16,1,0.691723985594662,2017-03-04
"1652",17,16,1,0.154239274229134,2017-03-05
"1653",18,16,1,0.222882291596687,2017-03-06
"1654",19,16,1,0,2017-03-07
"1655",20,16,1,0.474457332712891,2017-03-08
"1656",21,16,1,0.060265291672481,2017-03-09
"1657",22,16,1,0,2017-03-10
"1658",23,16,1,0.573307233716662,2017-03-11
"1659",24,16,1,0.000924167122013689,2017-03-12
"1660",25,16,1,0.0867579121835622,2017-03-13
"1661",26,16,1,0.225866368278892,2017-03-14
"1662",27,16,1,0.89373138224339,2017-03-15
"1663",28,16,1,0.807842943604751,2017-03-16
"1664",29,16,1,0.125983192841203,2017-03-17
"1665",30,16,1,0.0298625910176918,2017-03-18
"1666",31,16,1,0.938529183307015,2017-03-19
"1667",32,16,1,0,2017-03-20
"1668",33,16,1,0.402785165982401,2017-03-21
"1669",34,16,1,0.510999644531122,2017-03-22
"1670",35,16,1,0.908110784487766,2017-03-23
"1671",36,16,1,0,2017-03-24
"1672",37,16,1,0.010454364458043,2017-03-25
"1673",38,16,1,0.0138815145028743,2017-03-26
"1674",39,16,1,0.389540558547324,2017-03-27
"1675",40,16,1,0,2017-03-28
"1676",41,16,1,0.284991980686573,2017-03-29
"1677",42,16,1,0.125300490768984,2017-03-30
"1678",43,16,1,0.0106324732241423,2017-03-31
"1679",44,16,1,0.297864154008395,2017-04-01
"1680",45,16,1,0.213108457603591,2017-04-02
"1681",46,16,1,0.998656300785687,2017-04-03
"1682",47,16,1,0.215457984365783,2017-04-04
"1683",48,16,1,0.0453355040935741,2017-04-05
"1684",49,16,1,0.999999999868537,2017-04-06
"1685",50,16,1,0.0258820920481698,2017-04-07
"1686",51,16,1,0.0249541013394229,2017-04-08
"1687",52,16,1,0.159919073518085,2017-04-09
"1688",53,16,1,0.0444514487174195,2017-04-10
"1689",54,16,1,0.901702391628759,2017-04-11
"1690",55,16,1,0.824926071738094,2017-04-12
"1691",56,16,1,0.833345082339346,2017-04-13
"1692",57,16,1,0.999999999881286,2017-04-14
"1693",58,16,1,0.0281771313560495,2017-04-15
"1694",59,16,1,0.554044464388087,2017-04-16
"1695",60,16,1,0.946986767734069,2017-04-17
"1696",61,16,1,0.220545554663986,2017-04-18
"1697",62,16,1,0.0483290674648295,2017-04-19
"1698",63,16,1,0.888659487694247,2017-04-20
"1699",64,16,1,0.260328031135883,2017-04-21
"1700",65,16,1,0.166794336067789,2017-04-22
"1701",66,16,1,0,2017-04-23
"1702",67,16,1,0.0362476547129746,2017-04-24
"1703",68,16,1,0.339777645452517,2017-04-25
"1704",69,16,1,0,2017-04-26
"1705",70,16,1,0,2017-04-27
"1706",71,16,1,0.129259596990136,2017-04-28
"1707",72,16,1,0.735863362353863,2017-04-29
"1708",73,16,1,0.964404950036484,2017-04-30
"1709",74,16,1,0.66939124386151,2017-05-01
"1710",75,16,1,0.700196238711091,2017-05-02
"1711",76,16,1,0.339197686741741,2017-05-03
"1712",77,16,1,0.0450322070728652,2017-05-04
"1713",78,16,1,0.00397461913286521,2017-05-05
"1714",79,16,1,0.0160183033351717,2017-05-06
"1715",80,16,1,0.352030258756725,2017-05-07
"1716",81,16,1,0.961279835304211,2017-05-08
"1717",82,16,1,0.464181542520111,2017-05-09
"1718",83,16,1,0.985500875536332,2017-05-10
"1719",84,16,1,0.998992956629035,2017-05-11
"1720",85,16,1,0.58504025969631,2017-05-12
"1721",86,16,1,0.481157250769608,2017-05-13
"1722",87,16,1,0.375346995303281,2017-05-14
"1723",88,16,1,0.0430694335914337,2017-05-15
"1724",89,16,1,0.0036986445502187,2017-05-16
"1725",90,16,1,0.277543409203665,2017-05-17
"1726",91,16,1,0.644391891720549,2017-05-18
"1727",92,16,1,0.341961433590985,2017-05-19
"1728",93,16,1,0,2017-05-20
"1729",94,16,1,0,2017-05-21
"1730",95,16,1,0.135159950046067,2017-05-22
"1731",96,16,1,0.12708097226591,2017-05-23
"1732",97,16,1,0.0728748639939638,2017-05-24
"1733",98,16,1,0.300677291111041,2017-05-25
"1734",99,16,1,0.00314591065823609,2017-05-26
"1735",100,16,1,0.221318999322867,2017-05-27
"1736",101,16,1,0.301563307474565,2017-05-28
"1737",102,16,1,0.327017055512104,2017-05-29
"1738",103,16,1,0.479500700027301,2017-05-30
"1739",104,16,1,0.0563639869495799,2017-05-31
"1740",105,16,1,0.593585163278867,2017-06-01
"1741",106,16,1,0.910753941724355,2017-06-02
"1742",107,16,1,0.0649069119900163,2017-06-03
"1743",108,16,1,0.10247106038481,2017-06-04
"1744",109,16,1,0.0295555065956796,2017-06-05
"1745",1,17,1,0.259772918537143,2017-02-17
"1746",2,17,1,0.987698454033724,2017-02-18
"1747",3,17,1,0.446246680777077,2017-02-19
"1748",4,17,1,0.982341259841009,2017-02-20
"1749",5,17,1,0.18701911967424,2017-02-21
"1750",6,17,1,0,2017-02-22
"1751",7,17,1,0.0152354852247439,2017-02-23
"1752",8,17,1,0.738010739067897,2017-02-24
"1753",9,17,1,0.0575401108625087,2017-02-25
"1754",10,17,1,0.140223838934124,2017-02-26
"1755",11,17,1,0.00836055974807743,2017-02-27
"1756",12,17,1,0.240611024658028,2017-02-28
"1757",13,17,1,0.0428155062867833,2017-03-01
"1758",14,17,1,0.17648485143603,2017-03-02
"1759",15,17,1,0.654907083487072,2017-03-03
"1760",16,17,1,0.708723469608591,2017-03-04
"1761",17,17,1,0.0910337188129151,2017-03-05
"1762",18,17,1,0.261656209143569,2017-03-06
"1763",19,17,1,0,2017-03-07
"1764",20,17,1,0.564839506988843,2017-03-08
"1765",21,17,1,0.0207757300772431,2017-03-09
"1766",22,17,1,0.000739309454114259,2017-03-10
"1767",23,17,1,0.523828558483914,2017-03-11
"1768",24,17,1,0,2017-03-12
"1769",25,17,1,0.0838367586417002,2017-03-13
"1770",26,17,1,0.231928043842976,2017-03-14
"1771",27,17,1,0.932589694889135,2017-03-15
"1772",28,17,1,0.828893195154358,2017-03-16
"1773",29,17,1,0.092406620775343,2017-03-17
"1774",30,17,1,0.0839062978156022,2017-03-18
"1775",31,17,1,0.913513830725461,2017-03-19
"1776",32,17,1,0,2017-03-20
"1777",33,17,1,0.445624728001067,2017-03-21
"1778",34,17,1,0.497074469767165,2017-03-22
"1779",35,17,1,0.819675049038973,2017-03-23
"1780",36,17,1,0,2017-03-24
"1781",37,17,1,0.125184077994627,2017-03-25
"1782",38,17,1,0.0684670012576885,2017-03-26
"1783",39,17,1,0.437560757397379,2017-03-27
"1784",40,17,1,0,2017-03-28
"1785",41,17,1,0.104524049566751,2017-03-29
"1786",42,17,1,0.146437730847481,2017-03-30
"1787",43,17,1,0,2017-03-31
"1788",44,17,1,0.197845699299914,2017-04-01
"1789",45,17,1,0.26245008892103,2017-04-02
"1790",46,17,1,0.978397225933405,2017-04-03
"1791",47,17,1,0.277679692178482,2017-04-04
"1792",48,17,1,0.0407960375249614,2017-04-05
"1793",49,17,1,0.999999999868537,2017-04-06
"1794",50,17,1,0.0267144694782719,2017-04-07
"1795",51,17,1,0.305089997564169,2017-04-08
"1796",52,17,1,0.197943224315827,2017-04-09
"1797",53,17,1,0.0657161242528375,2017-04-10
"1798",54,17,1,0.933335443036905,2017-04-11
"1799",55,17,1,0.960642993890233,2017-04-12
"1800",56,17,1,0.926819693691055,2017-04-13
"1801",57,17,1,0.999999999868814,2017-04-14
